,Reviews
589,Horrible told us to wait for food then came out with horribly cold French fries.  The manager was some huge guy that had no mask on don't go here it's gross!!!!
590,"Yeah let's decide to cancel my DoorDash order after 3 different Dashers attempted to pick up and deliver the food. Let's not cancel the order immediately and waste everyone else's time. After waiting for two hours, they finally decided to cancel the order ""because they're too busy."" Absolutely ridiculous. They should close this location down or hire actual competent people."
591,"Literally writing this review as I stand in line. This place is absolutely pathetic. I waited in the drive thru for 9 minutes, YES 9 minutes with no acknowledgement and there was a car/customer ahead of me, he had the same issue. I'm not even going to get into the fact that there were 3 cars behind me with customers who left. So, I decided to go inside to see what the problem might be. There is a line 10 people long and the employees are literally operating on turtle speed. There is no sense of urgency or even a concern of care for the customers. One has a headset on, but I have yet to see him take an order at the drive thru. 

I never visit Wendy's bc I try to stay away from most fast food places, but I had a taste for nuggets today. I can honestly say I will NEVER step foot in this establishment again or stop by for ANYTHING! This place should be shut down for customer service reasons alone!! Your workers simply don't care and I assume corporate doesn't care either!! 

By the way, Chik Fil A is about 2 miles away, I bet I will see some old Wendy's customers there."
592,"I cannot recommend this location. I have put off writing a review for a while but it is obvious they are doing nothing to improve their service. If you don't want chicken for dinner, then you are in luck, because they often run out.  What KFC runs out of chicken before 5pm?? The last time I gave them a try they had run out of chicken fingers by 4:45 pm. Next time there is a family picnic or gathering and the family wants KFC, I will go to another location."
593,"Worst food place ever been to, these guys need to be fired. Just look at these reviews. How is KFC allowing this?"
594,"i can only imagine the reasoning for this horrible, filthy, rude place to have been shut down.  bye chen!!!!"
595,"Holy Crap!!!! Talk about communication and customer service.... Seriously I have been standing at the counter like a complete moron. One guy asked me what I wanted and then walked off. I've been standing here waiting for someone to actually take my order.

I know there busy and this is just Little Caesars but damn beef up on your customer service skills."
596,"Was under the impression that little caesars were supposed to be 
 ""hot n ready"" 

Bake more pizzas than you do already through out the day and keep someone permanently at the register."
597,Just waiting in the drive thru for 20 min and nobody ever came back for me to order. There were multiple cars in line. Don't be open if you can't serve a single customer every 20 min. Wack
598,"No wonder this place has only 1 1/2 stars. My stepson went there to get a meal tonight. They waited 25 minutes to get the chicken cooked. They served people coming in after them first, Chicken fingers were over cooked and Dry. Paid over 40 bucks for the meals. The Mac & Cheese was the only thing that was good. The mashed potatoes tasted like they came out of a box.  Will never go to this KFC again. The Manager and the Franchise owner should read these reviews"
599,"Sad to say but they have gone way down. At first I had hopes for them but now I could not recommend them. Their food was stale, greasy and tasteless. No freshness at all, such a disappointment."
600,"I placed an order on Uber eats at 11:24 pm, they cancelled it at 12:21 am. 3 separate Uber drivers went there to pick up the order. I work in food service and I am required to complete orders until we are closed and I see no reason to cancel an order 1 hour after an order is placed and 3 drivers waste their time, gas, and money to pick up an order that will never be completed. Then when I place several calls to see why my order is cancelled, of course there is no response. Absolutely fabulous. Of course if it was cancelled WHEN I PLACED IT I could of ordered somewhere else but now because it's so late there is nothing I can do. Fantastic."
601,"This KFC was most awful.. Couldn't get extra crispy, person who took order left before closing, but said she would be there. No one else would help. Nothing written on board or book.. Went again, talked with ""gen'l Mgr"" of that shift.. To call back..
Did not!!! Called again.. New""mgr"" would not make right not help.. Said neither work there anymore!!
I'll never go back... And I'll tell friends + about it!
J. F."
602,"I ordered two 12-piece chicken dinners. One extra crispy and one original fried chicken.  My six sides were: 2 Cole Slaw; 2 Mashed Potatoes and Gravy; 2 Macaroni and Cheese.  The two orders combined included 12 biscuits.

When I got home, there was no Cole Slaw whatsoever. The extra crispy chicken looked very bad, nothing like it should have, but medicore edible. The original fried chicken bucket was a disaster. Over cooked, actually looked like yesterdays chicken refried. The meat was very dark, dry, the meat split and gross.  The biscuits were like hockey pucks and non edible.  The Mac and Cheese looked like it had been scraped from the bottom of a bucket and was a neon orange glumpy gacky gumpus of glue paste cheese, and over bloated macaroni noodles.. unedible.

I called and talked to a counter person who answered the phone.. he actually remembered they forgot the cole slaw.  He didn't have the authority to handle the chicken problem and the Mac and Cheese and Biscuit problem.

So, Cody Berman, the ""General Manager"" got on the phone.. YELLED at me, was abusive to me.  Said I had to drive the 40 minutes each way and he had to inspect the chicken and other products.  When I told him I was in a wheelchair and I had goine to KFC to serve 20 children and they were due to arrive in 20 minutes.. and time and my mobility didn't allow for me to drop what I was doing and bring it back immediately.

He went insane on me, made crude remarks about my problems (handicapped and living too far away, and guests due in minutes)  weren't his problem, they were mine.. and he was a miserable monster.  

I had to yell over him.. and tell him I was going to report him to corporate offices, and I would make sure his ""quality"" product would hit the internet.."
603,This is the 2nd time I have placed a curbside order.  This is the 2nd time I have waited over 15minutes for my order.  SMH
604,"Literally messed up my order multiple times in a row, like what? Seriously i was not about to go back through."
605,"This is by far the worst KFC probably in America. They were extremely disorganized and I believe I saw at least 5-10 different cars leave the location due to the fact that they said they wouldn't be having any chicken for at least 45 mins. Mind you this is during the dinner rush at about 8:30 , when the restaurant closes the lobby at 9 and the drive thru at 10. One would think they would have an abundance of chicken for the 2 remaining hours they are open. I then proceeded to order a large Mac n cheese and was told they wouldn't have any for the rest of the night without an ounce of care coming from the drive thru worker. He almost seemed excited to be denying all of these people food. Good luck staying in business not selling food when your a restaurant."
606,"This Wendy's is trash I just moved down
The street and both times I've been here waited over 20 minutes to get the wrong food and drinks. Go some where else!"
607,"A great place to go if you're a Hindu looking for a fun night out fasting. These simply are the skinniest, and smallest subs. And it's not just this location but it's at all. You pay regular sub prices for a handful. Sorry I'd like to give it a better review but your product needs to come up to industry size standards. If you need an example take a look at a Publix sub."
608,If you want to order your food and not receive it all on the first trip this is the place for you. If you feel like waiting an hour for a couple of burgers this is your spot. Where else can I get an audible sigh when I go through the drive-through and order a chocolate shake. Only here if course!
609,"Ordered a Taco salad, this is what they gave me. Completely moldy tomatoes, cheese and brown lettuce. I called when I got home and pulled the food out out, I called to see what could be done. No response. They are open until midnight and couldn't even pick up the phone at 7:50 PM. I called at least 20 times and left a message with no response. I called the Land O Lakes store and they answered on the first call. I turned my salad into them. 

I also ordered food for my 2 kids and they ate their food in the car before I checked my food. Now I'm concerned about the quality of food they consumed."
610,"Trash absolute trash. If I could give negative stars I would. They've completely messed up 2 of my orders. Food is always cold and they take forever. Recently I ordered a burger and the patties were stale like they've been sitting out all day and the fries too were cold and stale. This last time I asked for a large coke and they gave me cup of seltzer water with a splash of coke flavor. Like you guys didnt see that it was clear coming out of the machine?!?! They also gave me a regular chicken sandwich instead of a spicy one, and I asked for a some dipping sauce and they completely forgot about it. Lastly some of the workers there can be down right rude, so in conclusion dont waste your time or money please."
611,"Waited in the drive-thru for well over 20 minutes.  Once I finally got up to the first window, my order had vanished.  They had no clue what I had, so I had to re-order.  Finally got my food, there was 4 nuggets in my 10 piece box.  FOUR.  I didn't even waste my time going inside to attempt to get it fixed.  Frustrating and ridiculous.  Never again."
612,"Wow, isn't this place special...well actually kinda sad. I'm dinning-in and it took quite a while to place our order and then over 45 minutes to get our food. To add to the cheer, I'm sitting here watching all of the frustrated customers trapped in the drive-thru. It's weird,  the place is nearly empty but service is terrible. 

The waitress took my glass of water to refill and never returned....I think I will return the favor and never come back to this place. 

Other customers are getting the same treatment. One family left after ordering. I wish I would have done the same, wait a minute, while I'm wishing, I should wish I never considered Steak & Shake on Main Street in Belleville."
613,"My wife and I returned from an appointment in Phoenix on Monday, 7/20/21 around 5:30 PM.  We were tired and looking for a place to pick up carryout.  We decided on KFC on our way to our home on the far eastside.  We went through the drive-thru and I ordered a 1 piece breast and wing dinner and my wife ordered a 1 piece breast dinner.  We arrived home in less than 10 minutes only to find what was the worst dinners we had ever had from a KFC.  The wing in my meal was so overcooked that I could not eat it and both of our chicken breasts were almost as bad at the wing.  I had to toss the wing out and managed to east about half of the well done breast as I was quite hungry.  My wife could only eat about 3 or 4 bites of her breast and we threw both of the remaining breasts away.  The rolls were as hard as rocks which neither one of us ate.  Seriously, I think you could have at least cracked a window if you had thrown them at one.  Our mashed potatoes were room temperature.   We have picked up dinners there before and found them to be mediocre but edible. Based on this experience, it is doubtful we will ever return.  We should have called management but we didn't. As a business owner I would want to be aware of this and speak to all of my employees to hopefully rectify the problem so future customers have a belter experience and edible dinners."
614,NO ONE IS WEARING GLOVES! It's like they have no idea what kitchen hygiene is!  Last ever coming here!
615,"This restaurant is consistently lousy.  They advertise specials they don't have and won't honor.  It is impossible to order a meal and not have to wait several minutes for some component they have run out of.  It's not especially clean looking, inside or out.  I am putting this review here because periodically I convince myself they can't possibly be so bad and try them again.  Never.  Again."
616,"Absolutely horrible Wendy's. I waited 40 minutes for my food and when I asked where my order was they forgot I even ordered. Everybody there needs to get fired, don't go here and waste your money and time."
617,"3 times a charm! So I visited this Wendy's which is about a mile away from me when it first opened and I tell you, I never seen such a dysfunctional team! My order was screwed up so bad I refused to return and had not gone for a few years. 3 days ago, I ventured to see if there were any improvements. Moving into the drive thru, three team members were out taking out the trash. One of them wearing the visor upside down gangster style. The other guy was 3 sizes too big for his Wendy's shirt! All the time taking their sweet time getting inside. I had second thoughts but pushed on. There was one ahead of me and was taking forever to order, but I noticed the patron was not talking. Eventually 5 minutes later it as my turn. Took about 3 minutes to come on. Ordered a Frosty and 2 double stacks. Once I got to the window, what I saw explained why this restaurant has such terrible ratings. The attendant seemed to not want to be there. Took my money then walked off. One of the team members called on her, said something then they chuckled. She came back, served my Frosty then took off, texting on her cell. Then, the guy with the small shirt, gut out was there serving my hamburgers. He just threw out the trash. He tell me did I get my Frosty, the handed me the bag and left. That place was dirty and so disorganized it was pathetic to have witnessed. Finally today, wanting to give it one more chance I drive up and I stayed behind the one guy waiting to order for about 4 minutes. Today 09/02/2020 at around 7:30PM. I backed off and left. The guy was still waiting in the drive thru. AMAZING! Who is running that place? There is a reason why the ratings here are bad. I mean...HELLO? Those folk have no motivation, appears to have no leadership nor mentoring. If they hate the job so much then why work there? Patrons are being disrespected as I was. I will never go to this Wendy's again. The people at the Wesley Chapel Wendy's at 54 and I-75 always show happy faces and I can see the manager there helping and totally engaged with his team. Do NOT go to the Wendy's at the Tampa Outlets!!"
618,Good food trash service I guess KFC does not check Yelp otherwise this place would be shut down
619,"I have never had wonton soup in a beef broth.  The egg rolls (I assume they are purchased premise) where completely lacking in taste. I am not looking
Forward to the rest of my food.
Sadly I would avoid this restaurant until there are major changes."
620,"They are freaking terrible, they never ever give you what you order. You ask them, ""hey is this in there"" and they will say yes every time, but will it be when you get home? Absolutely not! When you call to let them know that their stuff was wrong, they want you to spend all the gas in going back so they can give you what you ordered. There is no good customer service at this location. They don't care about their customers at all ever."
621,"Giving them a one is giving them one too much!  This place has been an epic fail my entire 10 yrs in Tucson.  The service sucks!  The management sucks, and they rarely have chicken available and sometimes have to wait 20 min or more.  I thought I would give them one more try. What a huge mistake on my part!!!! HUGE!!!!!!  I ordered a 4 piece extra crispy, but they didn't have a wing in EC which was ok for the wing, but not for the other pieces.  I got home to discover I only got one side.  As I ate my chicken I found a hair cooked into my chicken leg.  Nothing is more gross than that.  I immediately got into my car and returned asking for my money back. Keisha Christian who said she was the manager said NO to my money back.  She didn't care that I was going to report her to corporate either, and btw, there was no one inside, and only 2-3 cars in the drive thru and 3 workers standing around.  No reason she had to be on the window and not come and speak to me.  I created a stir, and she came over but still refused to give me my money back stating it was not something she was authorized to do. ISN'T SHE THE FN MANAGER?  They insisted the hair could NOT have come from them, but I said it wasn't mine, and even though it wasn't one of the male workers it very well could have been on their clothes or from another worker.  I left in a huge huff and was followed out by a worker.  Not only will I never return, I will continue to berate this store everywhere I can!  I see I'm not alone, however. Does KFC care about their shameful workers!!!!!!"
622,"I can't believe this place is still in business. After reading other reviews, it seems everyone has some sort of problem here and management does absolutely nothing to fix it. Well let me just warn anyone who decides to come here, DO NOT and I repeat, DO NOT go here. I remember the first time I had this pizza, and it was from here, and I thought it was the nastiest thing ever. I got sick to my stomach and refused to ever have it again. My roommates and boyfriend on the other hand, enjoyed this pizza, so I'd occasionally have to smell it being around. A few months ago, they got it from this location and I can't believe how rancid it smelt. I told them to be careful because there's no way the pizza they served was remotely edible. It was thrown away because it was just that - gross. Just this past weekend, my boyfriend and his sister decided to share a pizza. And let me tell you.. they both got the worse food poisoning I have ever seen. It was from their pizza sitting out, for god knows how long, developing bacteria. I was so glad and am so happy that I don't eat this junk because for 5 days, they were sitting on and throwing up on the toilet. I've never seen anything like it. It became so bad, they both had to visit the ER because it turned out there was also blood involved, they couldn't breathe, etc. I know it is from this pizza place because it is the ONLY thing they shared. I WILL be calling FDA on them and hopefully this place gets shut down. They should not be a business. It is disgusting and I get that people chose to eat here because .. I mean, $5 pizza .. but that $5 can be spent elsewhere, unless you want to spend $5 to waste 5 days of your life literally feeling like you're about to die. We have records and hospital notes, etc and like I said, FDA will be called. I wish I could give it no stars because I would."
623,"I've had it with this store. I've done everything I can to make it a pleasant experience and they just won't let it be. This time I even downloaded the app and ordered online so I wouldn't have to wait. No dice! ""Chicken will be about 10 minutes "" came the response. Waiting 10 minutes didnt exempt me from leaving off my 8 tenders.  Meanwhile all my food was cold because it was bagged up and ready to go and it (like me) had to wait another 10 minutes. They can't get it right here."
624,I ordered 5 pizzas but they all look like they were made 40 mins ago. One of the worst looking pizzas and employees are the worst. Never go to this place
625,This is by far THE WORST McDonald's in the world. A bunch of rude teens run this place. After like 8pm they say their deep fryers are broken and can't serve anything at all. & The ice cream machine been broke the last 2 years. Not kidding. If you go late hours and they actually are serving food make sure you check the bag they always forget things. This place needs to be shut dowwwnn. New management or something.
626,"This place is ridiculous. They nickle and dime you to death on substitutions. I ordered a McChicken sandwich for my nephew, only pickles and they tried to charge me $.20 for the pickles. I order a Sausage McMuffin with Egg and ask to change the american cheese for white chedder due to an allergy to the colorant and they try to charge me $.20 for that too. Recently we ordered the Big Breakfast and asked to change the sausage for bacon (again allergy) and they upcharge me $.30. Went one night after midnight, ordered a grilled chicken sandwich and get told they don't serve chicken after midnight. I attempted a complaint to corporate and I get a call from the guy that owns this place and all I get is an excuse that bacon costs more than sausage that's why the up-charge. He didn't even address the other things I talked about and he starts off the Vmail for me saying ""I'm looking for (name), I guess.......""  and gave the excuse that bacon costs more than sausage. VERY unprofessional. I am seeking to find out what other restaurants this guy owns in northern Nevada so I can avoid them."
627,Ordered online over a week ago had items incorrect and missing tried to contact both the store and corporate and no response.  Just wanted a refund for the items that were missing/incorrect.  The more I go to taco bell the more I disappointed I become.
628,"I ordered an Italian hoagie with mayo and sweet peppers.  The menu states that it comes with Romaine lettuce, tomato, onion and cheese.  When the sandwich was delivered it was just lunchmeat with mayo and peppers.  I called and was informed that, because of an issue last week with a person having allergies, I have to specify that I want the lettuce, tomato and onions on the ""Hoagie"".  The person taking the order never mentioned that these items were extras when I placed my order.  I was basically informed that it was my issue because I didn't specify this.  For someone that has been ordering from this place for years you would think that this change would have been made known to me.  They took no actions to rectify the order.  I'm guessing that it's time to find another place to order from."
629,I knew they were stingy with the Nashville hot sauce but DAMN even the pickles were dry
630,"DO NOT EAT HERE. I live 2 blocks from this restaurant and will not get food here ever again. We ordered 3 apple pies with our food, was told they were out and gave us a single holiday pie instead. Went in for a refund and in my irritation forgot a mask (I have no problem with masking up and do so all the time). The ""manager"" started filming me with her phone and when I asked why she said it was because I was not wearing a mask and I am required to wear one. I asked if they had a disposable, she said no, so I went out to my car to get one. I told my family what happened and we decided we didn't want the food anymore so I took all of it in for a full refund. While she was in the back getting the refund, a girl came out with a tray full of apple pies. 

So not only did they lie about the pies, they start recording people using their personal phones for no reason and then handle food, which is gross and disgusting.

Avoid this place, they lie, they're rude, and the hygiene is disgusting."
631,Drive thru sucked racist to white people stay away.  Dirty and not caring  it's a complete shit hole
632,"i cheated on my regular pizza place, because their line was busy....smh never again! worst wings ive EVER had, first one i bite isnt even cooked, second one the same....how do you mess up wings????  delivery took well over an hour, because the driver went to a whole other address...needless to say food was cold. pizza was just plain awful, cheese wasnt even melted on the pizza. i ordered a small pizza only ate 2 slices, it was soooo salty. so i gave them $17of my hard earned money to basically get me sick, because thats what happened"
633,"If I could give 0 stars I would. This is the worst drive thru to come to this area. What is going on? They are new and should be running like a well oiled machine but instead they have no idea what's going on, waited 20 minutes for a BREAKFAST sandwich. No apology for the wait. After reading the rest of the horrible reviews I understand now. Please fix this place, it could be run better and so much more profitable."
634,"The most disrespectful staff in the world. Every time we come to this location they never seem to care and there is always something broken or out blah blah. Tonight we went and they were completely out of Mac & cheese and not willing to make more; AT 6:30!! So we ordered something else and they told us it would be about 15min and to wait in the front...okay sure. WE WAITED A HALF AN HOUR. My husmand goes inside to speak to the manager and they said they had just put our order in the oven and would be about 15min. Really!? My husband requested a refund being we hadn't gotten anything and they refused. Both managers and the two staff got loud and demanded we leave. They wouldn't give their names and one employee was acting like he was trying to fight my husband and the others had to hold him back. They finally gave us their names ""Ashley"" and ""Nate"" but i'm pretty sure those are fake. THEY PRETTY MUCH STOLE $30+ FROM US.
Never and i mean NEVER will we return to this location. AWFUL PEOPLE WORK HERE."
635,"I haven't eaten here in months due to bad service. Went there this evening for dinner. Food was hot and good. Service was horrible. The girl that took my money stanched it out of my hand. My frosty lid was broken and not secure on the cup. The cup had frosty all over the side of it. I asked for a napkin to wipe it off and she grab it from me, cleaned the cup and gave me a new lid.  The chilli lid came off in the bag on the way home. No napkins or receipt were given. Probably won't be back again.  She was short and rude with me when I asked a question. If you don't like your job, do everyone a favor and find another one. It hurts business."
636,No need for me to go on a rant about the terrible customer service and complete lack of professionalism. The older reviews still seem to hold true unfortunately.
637,"I wouldn't even give this place a 1 star! Went drive thru
Ordered the 70 piece popcorn chicken! IT WAS NICE 70 PIECES! RIP OFF!

Got home counted tenders! Only 10! WTF?! Tried calling them straight to VM! This location sucks! How hard is it  if u had one job?  

So frustrated!"
638,"From the moment I walked in I could tell this was going to be a bad experience. The woman who seemed to be ""in charge"" was talking to the young guy at the register like he was an idiot. The guy before me asked for plain hamburgers when they were input in to the register and he seen the price he said ""I thought they were a dollar"" and she said ""NOT HERE!"" Walked away and loudly says ""SEE THIS IS WHY I CANT WITH THESE PEOPLE!"" Mind you, it was NOT busy at all. When it was my turn to order I asked if I would get my drink with my food and the guy laughed at me and made me feel dumb for asking but other locations give you your drink right when you order or will hand you your cup. So I feel it's a valid question. Every one who walked into this location within the 5-10 minutes I was there was greeted with a rude attitude. Frankly, if you hate your job...get a new one. When treated like this it makes me wonder how they handle their food if this is how they handle their customers. Unfortunately this was my only option as I was waiting for my train."
639,I order 2 small 2 large lo meins... they give me 3 small and 1 large but charge me for what I order... when I complain they tell me they're too busy to fix it give me a discount another time.. which won't happen since the lady doesn't even know their business is on yelp... do not order from here they don't care about there customers
640,"Omg!! The men's room. Was the most awful with water all over the floor with crap floating in the toilet. ABSOLUTLY DISCUSTING!!!!
The People who run that place are real pigs to let that go and have people walk in that bathroom."
641,"The guy taking the orders at the drive thru is always with out fail rude. Screams at you through there speaker and tries to up sale your order ! I clearly stated Several times ""medium Carmel iced coffee "" when i asked to have it read back he continued to say ""large"". Ridiculous. Everytime"
642,"I wish I could give a zero...they are the worse Wendy's I have ever been to. they take forever with your food and they still get your order wrong. Their food is nasty, under or overcooked and prepared sloppy. And they have no customer service skills what so ever they are rude and argumentative. I ordered at the drive thru today I asked for a chicken pub meal with baconator fries, large. The lady puts it in as a burger I say I'm sorry (I apologized even though she was wrong) I asked for chicken. She huffs and puffs in the microphone then gives me my total. I get my food and processed to pull off and realize they did not give the bacanator fries. So I turned around and bring this to the girl at the Windows attention. Her response was not I'm sorry I apologize or coming right up she tells me, you specifically voided the baconator fries. I say What! no I didn't (I'm confused because I know what I said). she says yes you did it says it right her. I say how are you going to tell me what I said when you didn't even take the order? She says, you got what you paid for! now, while she was arguing with me about what I asked for, the women who actually took my order was making the baconator fries. Because she knows she made the error not me. Instead of her speaking up about her wrong doing or someone telling this girl she is not getting paid to argue with the customer she is getting paid for CUSTOMER SERVICE no said or did anything. I was so discussed by how I was treated I WILL NEVER ORDER FROM THERE AGAIN!"
643,DO NOT WASTE YOUR MONEY ON THIS PLACE. I wish I would've read these reviews before ordering. First of all I wrote in the comments to please send plenty of honey for the biscuits and I also added 6 honey from the extras menu just so they wouldn't forget. And they either forgot or just didn't care to look. Also my kids popcorn chicken which was supposed to be a large and there was maybe 8 very tiny almost not edible pieces of it in a huge box like they forgot to put the rest in there. It was old and my breasts and wing were disgusting looking they were so old a they were dry. as well as the fries being old and soggy and the biscuits being so old they were hard and not able to be eaten except the very middle and who wants to pick around their food. Just ridiculous and pisses me off that I spent 30 dollars on delivery for a shitty meal when I could've went anywhere else and gotten way more food and it would've been at least hot and fresh or even almost fresh.
644,"Ordered food here and I hardly ever do! & the time I did, my chicken sandwich was completely raw! I had gotten two orders (meals) . Went back to complain about the sandwich being super raw, and the manager happened to be up front and as I explained that ""this is disgusting, not cooked at all, my husband took a bite and was completely raw"" she responded with ""yeah I know"" I did not like how the situation was handled , no one was rude but also no one seemed concerned at all about the raw meat. Almost like they knew they were giving out raw food! Just before I complained there was other people ahead of me complaining about their food being raw as well! Kids even came in to complain! Nothing was handled the way I expected. The employees and management did not seem to care AT ALL about the complaints! Just refunded the money as if nothing was wrong. I would not eat here at all! If you do CHECK YOUR FOOD!
The manager did apologize but was very short with me and really didn't say anything at all. No conversation about what might of happened or why everyone's food is raw.  Sorry but management here needs to take it a little more serious and run a healthier fast food restaurant for locals. Maybe also consider wearing uniforms & name tags so when stuff like this happens , I would be able to be more specific about who helped me. Back to the whole uniform thing no one looked as if they were in their professional work uniform, no name tag, no logo t shirt. All dressed bunny AF! Salmonella is a real thing!!
ALSO while trying to get my refund and retrying 3 different times, I told the manager ""it keeps declining"" & she said she didn't know why, so I was able to finally just get cash back . I'm seeing people talking about fraudulent..  This location in Sun Valley is disgusting!!"
645,Just ordered this from Wendy! OLD AND COLD FRIES AND NUGGETS. The sandwich was suppose to be a Spicy Avocado BLT Chicken Sandwich. Missing the avocado and gave me a slice of tomato that isn't even ripe. Very disappointed. Also my husband ordered 2 orders of chicken nuggets and only received 1. They kept our debit card and when hubby realized and pulled around to get it the drive through worker had several other cards and had an attitude about it. VERY sketchy!
646,"Placed an order at 7:35 to pickup online using kfc.com (which apparently uses grubhub). My husband showed up and the doors were locked. Though posted hours say 9. He went to the drive thru and all the lights are on but no ones answers. He drives around to the window where someone finally opens and says ""we are closed"". This is at 7:55. My husband let's him know we are picking up an online order and the person replies ""We are closed, we dont want to cook anymore, take it up with uber eats"" and closes the window in his face. 

What the hell kind if service is that!? First of all you had to have seent he order come in, you could have cancelled it then. Instead you choose to close down at least an hour early and offer no apology or explanation."
647,This is the slowest McDonald's on the planet. It takes at least 20 minutes to get through the drive thru.
648,This and all McDonald's After hours never have anything anything on the menu that is Advertise No fries no chicken sandwiches no chicken nuggets No quarter pounders no big Max I think it's ridiculous They should close at 7:00 p.m. every night if that's the case all of those stores And no milkshakes or ice cream either Not to mention the woman was taking our orders on a notebook  It was using a notepad to take my book or my Order
649,"I normally don't expect much from fast food places, especially McDonalds. What I do expect is some respect, especially when I'm being incredibly polite. I took my son here after a rough doctors appointment and thought it would be a reward for getting through it for him. I order him a kids meal and requested a toy for kids under 3 (which I have gotten at other McDonalds no problem) the guy working the drive threw even repeated it back to me. So I pull through and get my food, look in the happy meal box and the toy was definitely not for kids under 3 so I waited and politely told the man working the window that I requested a toys for kids under 3 he grabbed it and looked incredibly confused about a minute later he comes back with who I assume is his manager and he tells me they don't know what I'm talking about, these are the only toys mcdonalds has (which again, I know is not true) I tell him that the bag clearly states that this toy is recommended for kids 3 and older and to ask about special toys for kids under three and he looked at it for a second and handed it back to me and rudely said that those were the only toys they had. So I won't be back to this McDonald's. And my sons upset that he doesn't get the toy I promised him."
650,I ordered and it wasn't until I got to the window that they said they didn't have any chicken. I said you are a chicken place but you don't  have any  chicken . He laughed and said no. In my experience I have to ask if they have chicken. It's absolutely ridiculous that a chicken restaurant will tell you they don't have what they sell. I went and got a hot dog. At least  they have what they  sell. I don't know  how KFC  stays in business
651,If there was a option for - stars this place would be getting that. They have the worst customer service I have every seen as well as the worst management on the planet. I have also never seen an employee be doing absolutely nothing sitting at the front counter with a line of people like I saw. Once I got to the front I asked why she wasn't helping anyone she said she was on break..... what customer service based company makes their employees take a break at the front counter! I will never go back to this place it sound be shut down and totally re staffed.
652,"Literally at the speaker waiting to order breakfast, waiting on the cashier to take my order, they switch the menu boards from breakfast to lunch and will not allow me to order breakfast. This is a display of the 100% lack of customer service... Terrible! You obviously have no concern with customer satisfaction whatsoever. Possible solution, switch over the menu boards from breakfast to lunch but continue to take breakfast orders until your customers start ordering lunch."
653,"Every time I go to pick up food for doordash, I end up waiting forever at this location. Nothing is ready, they are always running out of stuff. There's no urgency from the staff, it's almost like they don't care about their customers. It's like we are an inconvenience to them! Whoever owns this location should be embarrassed! If it was my store I would have fired every single one of them and replaced with hardworking people that strive for excellence. And as I sit here leaving this review  almost the entire store is outside socializing and goofing off on the clock instead of being inside doing what they can to help customers. This ain't even the worst KFC, it's the worst fast food restaurant I have ever been to."
654,Speed of service was a joke during my recent visit. Went inside as drive through was backed up in both lanes.  When inside it was obvious there is poor management at this location. Employees standing around watching and doing nothing. Someone needs to set expeditions and be a manager.
655,So I was walking and wanted McDonald's so I went I found a pube in my food and then in they bathroom there was a dude somking and the food tasted very gross the service was super bad and they were all very rude and the bun was soggy I will never be coming back
656,"On August 25th I entered the Steak and Shake at 4320 West Main St, at 11:35am.  I ordered a diet Coke with two shots of cherry, and a large Chili Mac with extra meat.   The waitress had filled my Coke two times (third coke) when I finally asked her where my order was....IT WAS 12:20 pm (55 minutes after my arrival)   She mumbled something about the order was on its way and something about the pasta not being ready and had to be cooked first and made it sound like she thought I was stupid because I did not seem to know that pasta takes time to cook....Correct me if I am wrong but 25 minutes before noon it seems to me you would have the food ready to prepare for the lunch time visit.  When the order was finally brought to the table it was a little tiny order of chili, noodles and meat served on a small oval plate.  It was probably the $4.00 meal and not the larger order that I had ordered.  Since I had waited so long I did not want to send it back and reorder.   I stopped a young waitress (could not find my own) and told her I wanted to see the manager.  A few minutes later an even younger girl came up and stated she was the manager and mumbled a comment about the pasta or noodles not being ready......They did cancel my bill but they also made me late for an lecture I was supposed to give at the nearby University.   Also I am a priest and was dressed in my collar, cross and clerics.   I MUST SAY I LOVE EATING AT STEAK AND SHAKE AND ALWAYS RECEIVED GREAT SERVICE AND FOOD OVER THE YEARS,  I visit this facility in Belleville, the one in Fairview Heights, and the one in Mount Vernon several times a month. THIS IS THE SECOND TIME I HAVE RECEIVED BAD SERVICE AT THIS PARTICULAR SITE  RECENTLY AND WANTED TO LET MANAGEMENT AND THE FRANCHISEE KNOW WHAT IS HAPPENING.    Fr. Ken."
657,"This is without a doubt the saddest location in the history of McDonald's.
Service has always been horrible, even before COVID.
Newly remodeled outside, this did not change the poor service."
658,Asked Machalla/Nachalla whatever tf her name is for sauce she looked and said something to a coworker and literally did not receive shit. If you don't want to do your job why work there?? I got charged for the extra m&ms on my McFlurry (which is fine because I asked for extra) but they didn't even mix the m&ms in they just put m&ms on top lol SO RIDICULOUS
659,Literally worst mcdonald's i've ever been to. hands down. slowest service i've seen. rude employees. enough said.
660,"I would give zero if I could. We Arrived at KFC and no one else was there ordering. We had to pull the car around and wait for 10 minutes to get our food. Ended up paying $20 For four chicken thighs, One wing, one mashed potatoes with gravy and a coleslaw. When we got home we saw that they had forgotten the two biscuits we ordered, the drink, And the cookie. There were five people working at this location!!! 
My wife repeated the order three times!!!
Next time just invite me in and I'll do the cooking so we can get the order right."
