,Reviews
498,"Headed to Franklin TN for the day from our weekend in Nashville.  Read about this location on yelp and looking for a good hearty breakfast....great choice.  Busy busy place but, still the service was attentive and friendly.  Neat concept of a location....looks like a restaurant....or bar with stage....or a grocery store.  It's really cool!   Food was so flavorful, hot and just all over great.  Good portions and great options....menu items and a breakfast buffet....can't go wrong.

Defintely, would recommend!!"
499,"The food is quite good (and at a lower price than other, similar popular brunch spots in philly). The stuffed french toast, smoothies, and fries were all delicious. The wait is usually a bit long b/c seating is very limited."
500,Not a bad place to try out some authentic Taiwanese cuisine. Service could be better and parking situation also needs improvement!
501,"Excellent food! We had such a complicated order for hibachi, and they were so gracious. We had four tofu and vegetable, one vegan, and one chicken hibachi. For the rice, we had one without butter or eggs, four with butter but no eggs, and one with eggs and butter. As you can see, we were totally annoying. But our server and chef were so accommodating.  Our chef, Tanaka, was great...and the tofu was AMAZING. We also had miso soup, noodles, vegetables, and fried rice. Everything was great except the vegetables, which were pretty bland. We also got a side of mushrooms, which was a waste...not flavorful at all. Portions were big. Service was great!"
502,"I've lived  a few blocks from this place for nearly three years now, and I thank Yelp for letting me know what I'm missing out on.  I went in for lunch earlier this week to try out the vegetarian hoagie... i had the veg special. It was delicious. The roll very crispy and fresh, the flavors very strong- jalepeno, cilantro, sauteed veggies, tofu, and some sort of yellow mayo that I always think is a dessert (mango pudding?) when I see it in the case.  Anyway the sandwich is delicious, and although prices are now $4 for a sandwich (up from $1.50) its still a steal for a quick lunch.  I also tried the rice and mung beans with coconut milk for dessert- delicious, an excellent way to add a little protein to a yummy dessert. Next time you're in the neighborhood I'd recommend stopping in to support this local business."
503,"Eight of us came here for brunch for my birthday. We made a reservation and were seated quickly. We did the all-inclusive bottomless drinks which came with the order of any entree. The Bloody Mary's were excellent but the mimosas were more OJ than champagne. I had the steak and eggs which were amazing! The rest of the table enjoyed their food as well. 

Our server, Cesar, was excellent. 5 stars for him but 4 stars for the overall experience. We will be back for lunch or dinner another time to try it out!"
504,"This bakery / pastry shop is located in the Reading market. I stopped by for breakfast and purchased 2 items, Carrot cake and Tiramisu. Match this with a cafe from Old City coffee and you are in for a treat these two left me full and ready for the day. Thankfully it's was a very active day and it helped me avoid the sugar crash. This was also because these items were not over sweet and rich in flavour. I can not enjoy something that is too sweet and lacking in flavour. I will return to try the lemonciello pecan diamonds and pasticcios. 
Check this place out in the Reading market you'll like it."
505,"The food was yummilicious!   The fries could have had alittle more shredded duck,  but the overall flavor was spot on.  Duck Fat! 
The Tso  wings writer the wasabi blue cheese dipping sauce was wonderful... not too spicy which was  perfect for me. 
One complaint... . our waiter was packing our food and instead of using a utensil he used his fingers.... I was not happy about this... and will pack my own food moving forward. 
So that means I'm going back!"
506,Ive eaten here 3 of the last 5 days!! Food is great and the people are really nice! Ive only had the vermicelli bowl so far but i overheard the couple next to me really enjoying their phó.
507,"The food here is greatbut kinda expensive. The curry noodle is kinda salty, but I recommend the vege fried rice, it is really good. The place is kinda small so if you decide to go better call for reservation."
508,"Cafe primo is one of my new favorite places in Santa Barbara. My partner and I eat their for happy hour at least twice a week. The elixirs (juice/kombucha type thing) are amazing! 32 ounces for 6 bucks! 

The calamari is our favorite thing. We order it all the time. To be fair we usually only order from the seafood appetizer menu, but the calamari is nice. Also the tuna tar tar and ceviche are delicious. 

The main menu is so-so in my opinion but the place is beautiful with floor to ceiling plan glass windows, a beautiful bar, stunning floor and great decor over-all. 

It's a great place to people watch and have beer and wine. Plus they have wifi!"
509,"The food was excellent, no complaints at all there. I was very happy with the hostesses as well. The waitstaff was okay for the most part. I would have been more happy if they stopped by a bit more than they did.

Certainly a must visit when in the city."
510,"Sabrinas in collingswood is def greatly welcomed. Oh and if you didn't know, on a crazy busy weekend you can put your name in the wait list via yelp. It saved me atleast 30 min today when the usual wait time was close to an hour. Food is awesome like expected. Ive been to this one multiple times now. The stuffed French toast challah bread are amazing and are genermous. Huevos rancheros are amazing and I think the best ones in Philly area, the minty sauce on the top is just the best thing ever. Tofu scramble is also very good. In short pretty much everything is very decent. The servers are super friendly here. In summers they also have a back patio area which I've never seen open. In short , if I'm not planning to cross the bridge, pay toll, find parking or wanna deal with Philly traffic or get on patco to get to Philly then Sabrinas is my go to place for brunch and has never disappointed me."
511,"We ate here last night during the 6:00 pm rush. We shared an order of fried pickles and I had the pork tacos. The fried pickles were decent and the tacos were excellent! Good flavor and great texture. I'll definitely be having those again! Don't bother deciding on your sides until you get up to the counter and can see the board because they do not have everything on the menu every day. The mac and cheese was so good! It wasn't what I expected from a BBQ place! The ""baked beans"" we're also good but they are really mixed beans and not at all like the BBQ baked beans you get at other places. Still good, just not baked. 
They also had Abita Strawberry and the Blackforest Kolsch. Excellent bar selection!!
I'm docking them a star because of the system of ordering at the counter and then taking the plastic number to a table. This system works in theory, and in practice at other places, but you HAVE to keep people from ""saving tables"" when they have yet to order. I get it if you have a group of 10 but for normal sized tables, it throws the whole system off! The line was long last night but the food comes out fast so tables turn over quickly. By the time we ordered there were no open tables. There were around 8 tables taken up by people who were still 20 minutes from ordering. That throws the whole system off! Let people who have already ordered eat. Another table will open up for you by the time you order!
This can easily be solved by posting a sign and asking the servers to enforce it. 
Luckily there were two spots open at the bar. 
On a side note, the bartender was awesome: fast, attentive, and knowledgeable. I may just sit there in the first place next time!"
512,Great seafood - Love the fried shrimp. My husband got the stuff I tried it but didn't like it so much. He's had the stuffed Mirliton
513,"Great prices, especially being locally owned. It's obviously not going to be cheaper than, say, Walmart, for most items... but it's a muuuuuch better alternative. The employees are unusually helpful and friendly. They have a huge selection of everything. The produce is fresh. They have the usual cuts of meat, plus a section of freshly made options like stuffed pork loin, stuffed chicken, cajun burgers, blue cheese burgers, stuffed mushrooms, stuffed peppers, etc. 

I also feel that I should mention the alcohol selection, because I don't think anyone has brought that up in a review yet (kidding). So good... and cheap!!!

The bakery is amazing, as is the deli. As soon as you walk in, you can smell the fresh-baked goods. Oh, and in addition to their regular King Cakes during carnival season, they have sugar free for those diabetics out there. It's actually pretty darn good, too, but a bit on the pricey side compared to their usual competitive prices. However, this is a novelty IMO, so I'll let that slide.

The only downside for me is the narrow aisles and the parking lot where I feel like I'm going to get rear-ended, side-swiped, or possibly both at the same time by the old people in LARGE cars trying to fight over parking spaces. Do yourself a favor and park on an adjacent street, or in one of the side parking spaces if at all possible.

They need to open a location on the Westbank... just because it would be more convenient for me (no, I didn't deduct stars for this - just a suggestion)."
514,This is such a great place for yummy sushi. And it's fun for kids. The prices are very reasonable. And there's a cool table for a large group that you can sit in without shoes.
515,"We love AJ's! The specialty food selections are outstanding. We love to get a light dinner and eat on the patio. Tonight we enjoyed soup and salads. The service experience at the deli counter is sort of hit and miss. Tonight they were understaffed.  We will be back. 

First of all, the service at the deli was much improved since our last visit!  Tonight was another fun dinner on the patio! We enjoyed the fountain while enjoying our meal of turkey chili and the NY steak dinner. We will be back!"
516,I love that they deliver and the food is pretty good. There is a variety of choices and all reasonably priced. Service is great too!
517,"Romantic and cozy French restaurant. A bit pricey, but you get your money's worth with the nice portions. The escargot is highly recommended. Try and save room for dessert."
518,"i just love a good burger!
its done right if its cooked to the perfect medium I ordered.  patty was thick and juicy. fat was dripping out.  thousand island sauce adds to the extra fattiness. bun was lightly toasted and oily.  everything was fatty!

tator tots was soft and crunchy and, again, greasy.

a little on the greasy side for me....but for others, thats what it is all about.
ive had burgers multiple times this week, and within the week, the village burger was the best of the ones i had"
519,"It's a relatively small space, there are maybe only 7 tables inside. They have vegetarian options! I tried the spicy Sichuan chili fat noodles and it was not that spicy for me (they said it was the spiciest item on their menu but it's not too spicy). It was good, but slightly bland. My friend got the other dish I don't remember the name of (refer to photo), but it was really good. My food would get 3 stars (quite average) but friend's bowl was better, and the service was prompt and wonderful."
520,"It is a good experience, so give it a try.

When you walk in you can tell it is slightly more upscale than its surroundings.  It's near the bourbon street area, and most of that are bars and entertainment.

Mr. B's is that white table cloth kind of place and the servers all look like they are in suits.  The atmosphere is nice, and fairly casual.

The food is pretty good.  They have a pork and fig entree...the pork was very tender, but there wasn't enough of the fig to really make a difference.  There is also a pork chop entree that is really good, but not as tender as the pork and fig.

The bbq shrimp was really good....they give you a bib so you don't splatter on yourself.  

They had a fish special of the night which was a drum....never heard of that kind of fish, but it was also really good.

Overall,  good place.  I recommend trying it"
521,"One of my favorite spots to swing by while in the Ybor area, either with a group of friends or alone, as they do have a lot of space to bring out your laptop to work or read.

Since I usually come during the workday for lunch, I'm a big fan of their specialty coffee drinks. They have a very unique one - espresso lemonade - which I got to try on my last visit. The bitterness was cancelled out by the lemonade and it was delicious.

The Bricks has a good choice of apps/salads/sandwiches and I also tried a spicy chorizo, creamed soup, which my server recommended, and he was right-on point with this pick.

If you're in Ybor please make sure you stop by here...it's vegan/vegetarian friendly and just has a good all-around vibe inside."
522,"When I first walked into this restaurant I almost walked back out!  There was no one in there, and it is tiny and not to fancy. The only reason I went here is because it is across the street from where I live.  I'm so glad I stayed!!  Everything was really fresh, and really good.  I always get seaweed salad when I go to sushi, and it was pretty good here.  The spicy tuna was great! Overal I was impressed, its still not my fav in Nashville, but its up there."
523,"Large menu selection with reasonably good Vietnamese dishes. They serve the only ""real"" bánh mì in town. However, the Vietnamese coffee should be prepared with condensed milk as advertised on the menu but unfortunately it is not. Friendly and relaxed atmosphere. Good service!"
524,"I like what this place does, the food is good, the service was excellent, and its a sort of twist on greek food. Owner was very nice and helpful, kinda tucked away off nolensville but easy to find. I recommend the falafel, and hummus."
525,"Step out of your comfort zone and try this restaurant,  you won't be disappointed.  I drive by this location often while on the road for work and decided to make a go for it today.  I was dining alone so it can be a little uncomfortable walking into the unknown.  The staff was very friendly,  answered all of my questions and had my food ready quickly. I was greeted with a nice warm basket of pita and pickles (pickled veggies).  I ordered Foule from the appetizer menu which consists of whole chick peas, spices, lemon juice and some of the best olive oil I have ever had the pleasure of tasting.  It was so rich in flavor and color. I enjoyed it with the warm pita.  Next was my chicken kabob ""sandwich"" which was nice hearty chunks of grilled chicken, green and red peppers rolled into another large pita. It's alot of food so more than likely you will be asking for a to go box. The atmosphere was nice and clean and I can not wait to try more menu items."
526,The fried chicken is really good here. I know that sounds weird that a donut place has fried chicken but not to people that live in philly and know about federal donuts. The location in NoLibs is on a sketchy street with nothing else around it. The donuts are really good too but the fried chicken is the star here.
527,"Stumbled in here after a kayaking trip around 6 pm on a Saturday and it was eerily quiet but I was starving.  Boyfriend and I shared some pulled pork nachos and they were bangin'!  We had a side of brussel sprouts which were cold (purposefully) but delicious.

Then, since we had a long ride home we gobbled up some other goodies.  White cherries (in season, but tough to find), cupcakes, some random candies and such.  Everything I had was delicious.  We grabbed a half dozen apple cider donuts which usually you only find around pumpkin patches in the fall.  They didn't even make the car ride home - gone!  

If you only come here for one reason, come for the donuts!  Gorgeous. 

Overall, the place was adorable with deli-like counters for baked goods and country-style eats  made to order but had some grab n go stuff too.  Quaint little cafe tables inside and out to sit in a barn/warehouse-like atmosphere.  I liked the rocking chairs on the porch - nice touch!  

If I am kayaking again on the Brandywine, I'll surely be visiting again."
528,"Yep, that cinnamon bread is a winner.  I'll order it as my brunch entree next time around.  The mimosa with lavender was also darn tasty!  The frittata I ordered was lacking (not very large, sunken, and way too hot for most of the meal) but my hubby's bacon and fried egg on pretzel bun with bacon jam was to die for.  They sell their bacon jam and, my goodness, how I'd recommend it!"
529,"Well, I can't lie, they were definitely good--I got the Bacon & Eggs (3 pancakes, bacon, and 3 eggs) which were great. My bf got the Caribbean Pancakes (pancakes w/ bananas, walnuts, coconut shavings, and powered sugar) & side of Grits. The grits were my FAVORITE--all super buttery--and I don't even like grits! While everything was good, and I would surely go back and try other things, I think a lot of it is hype, it's good, but people make it sound glorious and orgasmic. I've had better pancakes that just melted in my mouth (literally) elsewhere. But for the overall experience, I'd say it's good, but it's not the hype people make it to be, but I'd def go back

P.S. We saw Reese Witherspoon there"
530,This place is very crowded.  The prices are reasonable.  We had two omelets and two coffees.  The food was good but not great.  The eggs were overcooked and the cheese very light so nothing to cover up the overcooked eggs.  Coffee was fine for an all you drink setup.    Four stars because the service was quick and friendly.
531,"Cheapest city-wides this side of the Schuylkill. Do you need another reason to stop by this place on a Friday night? Everyone here is very friendly and welcoming. I wish their menu had more to offer, but the fries are steak fries and are also DELICIOUS."
532,"We stumbled upon Three Muses during our first few hours exploring Frenchmen Street. We put our names in for a table and had a long wait. But who cares! There's plenty to entertain you in the area while you wait. 

A late dinner at Three Muses was the perfect way to start our weekend in New Orleans: great food, local beers, wonderful live music, and friendly service. My group of four shared a bunch of tapas including: seared scallops, bacon wrapped dates, lamb sliders, swiss chard fritters (AMAZING), mac n' cheese, and feta fries. Almost everything we tried was great and we stayed for hours, listening to the music and ordering more tapas as the night went on. Definitely a gem on Frenchmen!"
533,"First pizza place I tried after moving to STL in May.  We waited for 30 minutes for a table, but it is worth it. 

We tried the SF -style crust(corn meal and thick style) and then the STL which is the thin crust.  I didn't care for, and never really like the thin crust at any pizza joint.  The toppings are amazing and the atmospere is great.  Hopping place!

Sit outside and people watch is the way to go here.

PBR on tap and no AB products--don't ask."
534,This place is a hidden gem.  The food here is a bit trendy but very well prepared.  The drink menu has original drinks from their bar.  I found the atmosphere very relaxing.  I would highly recommend you check this place out.  It's not cheap but I  found my meal worth the money and I am looking forward to returning for another. meal.
535,Good deal if you get the large order for like 35 dollars. Definitely worth splitting among your friends
536,"We would frequent the 37th and Market Street location in Philadelphia.  We  their food!  During our last visit, I felt compelled to report to a Manager some less than hygienic habits of the chef (visible to the patrons).  Upon scheduling to visit not long after, I noticed they earned an F rating.  We were all so disappointed because we loved this place but refuse to eat in any Philadelphia eatery that rates less than a B

I pray they cleaned up their act because that pickled flounder soup is calling my name!"
537,"We came to the District Tavern for a quick bite before a concert at the Amalie. We sat at the bar and the bartender was friendly and helpful. 
It was around 6 pm, so we reached for the happy hour menu (4-7 pm M-F).  Both my friend and I got the Tavern Jalapeño Margarita. I think this is my new favorite drink! Slightly spicy with charred lemon and unique deep flavor. Most importantly- not sweet! Perfection!
We shared the sandwich shooters. They are the only reason I'm not giving it 5 stars. I had higher expectations. The tomato bisque was kinda bland, and the baguettes were not anything to write home about. For my main entree i had the Southwest bowl- delicious! Great flavors, generous portion and nice presentation. My friend got the district salad with salmon and she was very happy with her choice too. I'd definitely come back again for the jalapeño margarita and to try something else on the menu. 
Tip-you can take the Downtowner to and from here!"
538,"This in my go to sushi place in center city. The food is always fresh and tastes good. My go to is the Kano crunch house special roll. It comes covered in spicy mayo and crunchy caviar on top. I recently discovered the ak-47 roll which comes with shrimp tempura, cream cheese, avocado, and a special soy paper on the outside. It's very good as well. For appetizer I love the rock shrimp which is covered in a sauce similar to spicy mayo and drizzled in soy sauce, it is crunchy and amazing. The California roll I would say is pretty standard compared to other places. They also offer a lunch special on weekdays!"
539,"Quality sushi and such great eclectic decor make for a very nice dinner experience.  Beatles music plays constantly, and between the modern oriental wall decor are pictures of John Lennon everywhere.  My date and I ordered the Love Boat for two.  There was enough sushi and sashimi to stuff us both to the gills.  The miso soup is very flavorful; a far cry from many bland misos I have had.  I would recommend with the warning that it is pricy compared to other sushi restaurants."
540,"Some people don't like the kitsch of a Mongolian BBQ, but I do.  I love being able to mix up my own meal and my own sauces and have someone else cook it.  


Mongolian of Eagle is great.  Located in a strip mall.  It is the cleanest, brightest lit Mongolian BBQ restaurant I have been in.  There is a wide selection of items to include in your meal.  Beef, chicken, and pork.  No lamb.  Service is friendly and quick.  

Judging by the high schoolers in at lunch break, it is a very popular place.

If you are in the area and interested in a quick, casual meal, this is the place to try."
541,"Overall good food and an enjoyable dinner.  One of the few places I've come across that allows you to get fried rice along with lomein in their combo dinners.  Wonton soup and spring roll were just ok, but shrimp lomein, fried rice and general tso's chicken were all tasty."
542,"Jaki C promised me Mrs K would like the place.  So  the Mrs,  Chip K his Mrs K. and myself went to Izakaya.  Jacki warned about the kinks and yes they have them.  They only had one fry cook and he/she was overwhelmed to say the least.  The place was not crowded but with the variety on the menu would be daunting for one person.  We managed to spend $91.  Don't know how things that cost $2 to $7 works out to that much but it did.  I had a California roll, chicken on a stick one with sauce and one with salt and pepper also had a beef stick and pork belly with asparagus wow was that good.  With a chaser of calamari.  Sounds like a lot of food but the meat on a stick is one bite per person.   My best dish of the night was the beef on a stick.  Tender moist with a slight chewiness that was perfect.  It was fantastic.  Wife had the shrimp tempura and it looked great and she said it was good.  So super slow food coming out of the kitchen knocked the review down one   Really can't wait to go again."
543,"What makes Barrio stand out to me is the large open space and the shuffleboard (its my favorite bar game!). This is also a good location to watch the games - lots of TVs, good beer and great happy hour prices."
544,"The atmosphere is very calm and clean. The waitstaff is attentive and the sushi is quite good.

The ""chef's specials"" rolls are creative and delivered with artistic flair. 

There was a little chaos as the orders were delivered since basically everything arrived at once (even the things called appetizers) and there were no extra plates offered so you had to kind of just eat over your little soy sauce tray. 

The only rub is that we wanted to order bento boxes for our kids and substitute the Shrimp Tempura for the Shrimp Teryaki and the waiter returned to say that this was not possible. Ok, fine. So we ordered Shrimp Tempura entrees instead. It was kind of a silly thing since the kids like the bento boxes but obviously isn't going to be a factor for most people. 

It's BYOB so bring your own beer or wine and they'll gladly bring you glasses to drink it."
545,"I like the ambiance a lot, and for the most part the food is really good. HUGE fan of the whipped feta- most important thing to order!!"
546,"Was recommended by a friend to try out this place when visitng santa barbara. The wait was worth it. Everything they had was live. Price is pretty decent for the uni. 

Got the clam chowder. Uni with svallop and bisq bowl. The uni was super fresh and not fishy.I would definitely come back and try other food they have when im back in santa barbara."
547,"Refreshingly delicious compared to crappy chain food pizza!!

I worked at the Hotel duPont... I always thought they should have given us some sort of discount for all the times we ordered from there.  While it's a very good product (don't get a ""chopped"" antipasto salad!), it's a little on the expensive side for pizza."
548,"I love to bring Nick's virgins here.  I twist their arm to order a roast beef combo and gravy fries.  It arrives nice and quick and then I just sit back and watch and listen.  It starts with the rolling of the eyes and the huge smiles with roast beef sticking out of their mouth.  Then there is the OMG, OMG, sometimes muttered several times.  It's hard to understand them because their mouth is full.  

This is all before they try the gravy fries.  Then it really gets crazy.  You know they like it when they start comparing it to sex.

Add a cheap beer in an ice cold glass and it doesn't get any better than this!"
549,"Had the pulled pork and the fried chicken for lunch on Sunday. Each came with two sides; I got the collard greens and smashed sweet potatoes with the pulled pork and my boyfriend got the fried chicken with green beans and smashed sweet potatoes. The pulled pork, fried chicken, sweet potatoes were great. I can live without the other two sides. Each plate was $9.99 which is not bad for lunch in downtown Franklin. Be warned, it's not a good place for big groups because it's pretty small and the wait for 6 was about 45 mins around 12:45pm. If I had to wait, I wouldn't have."
550,Restaurant has a quaint homely feeling.  Good as an intimate setting and the bread was so yummy. Never tried Afghani food before but now I know I like it and want more. Cheap kebobs for Rittenhouse Square area and attentive service. Waiter checked up on us multiple time while still respecting our need for privacy.
551,"I'm not sure why I haven't written a review for Pi before now because we have been there a few times.  This time we took my sister-n-law and her boyfriend who had been visiting us from England.  I shared a deep dish and my wife and her sister shared a thin crust.  All of us really enjoyed the pizzas of our choosing.  That is a great thing about Pi.  You can pick whatever style you want and also pick any pizza on their menu for your half. It makes sharing so easy!  
We were able to enjoy our pizzas outside on the sidewalk which made it even better.  The only problem was our waiter.  Not that he was a bad waiter, he just seemed to be trying to hard to be some type of character.  He also kept telling us how busy he was when he clearly was not.  
To me, Pi is St Louis' hometown pizza place.  (Not an Imo's fan! Provel???)"
552,"Chicken Marsalis, fajitas,smoked salmon were what I enjoyed today along with my Mimosas  of course. Only thing that made me leave off a star was that the crab legs were tasteless and no butter was available to give them some flavor and my mimosas  were a little slow coming but that could just be me."
553,"A bit loud, and hardly a value, but it's a great place to go and have some messed up woman rip your heart to shreds while still enjoying the food."
554,"Service in bar can be slow on the weekends so if you are in a rush, ask to sit in the dining room.  Everything gluten free is AMAZING!!! (Especially the BBQ chicken pizza).  The salads are also awesome!"
555,"The good is that these were seriously good burgers--the meat was fresh and the buns were soft and tasty

The only issues were that I called the order in and it took more than 30 minutes for it to be done--when I got it home, the bacon cheeseburger that I ordered ""plain"" as ""only meat, bread and cheese--no condiments or veggies"" had the mustard spread in the bread.

So next time I will give them more time to cook and double check the order before I leave--it was really good other than that."
556,Really love the atmosphere here.  It is perfect for lunch but rather pricey for dinner.  I'm actually more of a fan of the lunch fare anyway so it works for me.  They do have a rewards card so be sure to get started on one of those so you can build up points.  They also have a nice patio in the back for warm weather days.  Friendly staff too!
557,"This is for a to-go order. If you want to learn about the ambience of this place go read another review. We got a large pepperoni pizza late Saturday night. They deserve a solid star just for being open past 10. So many pizza places in the area close by 10 on the weekend! Sad! The pizza was on point. I loved the crust and they actually put sauce on this pizza. Feels like every other pizza I eat is all cheese and bread. Had I only ordered that would have garnered five stars for his place. 

We also ordered 10 buffalo chicken wings and they were awful. The sauce was all at the bottom and the chicken was more soggy than crispy. I love chicken wings. Down south I'm a bit of a expert (always order all flats and get them wet). These were really bad. I would definitely come here again and just order the pizza."
558,"Actually make a great cheeseburger for lunch, even though it is traditionally Greek."
559,"love vegan food.
shared a ziggy burger with a friend. presentation was cute...wrapped in brown parchment paper like a baseball.
tempah patty was delicious-warm and crispy.  texture was nice and meat like.
sauce on burger added to its juiciness and richness.  

it was a very filling burger, although i only had half of it. 
i can totally eat here daily!"
560,"This is Seriously Thai..!! I can't believe I can get a good, authentic Yen-ta-fo soup in Midwest. It's one of my favorite noodle soup in pink color due to fermented soy; served with fish balls, tofu and crab. In LA, it would also contain on-choy,  blood cake and dried shrimp.
I'd recommend this restaurant to anyone who wants to try authentic Thai dishes; not your regular Americanized Thai menu."
561,"I was excited to learn that an Indian restaurant which delivers had opened in the area, and Nirvana Fusion did not disappoint. I was extremely pleased with the variety of options on the menu, the service, and the quality of food. Our order arrived promptly and everything was warm, fresh and absolutely delicious. The butter chicken and naan were particular favorites. We're looking forward to ordering again soon and trying some of the other dishes."
562,"This review should actually be three and a half stars. Cafeteria-type vibe, very no frills, with healthy offerings. I got a glass of fresh squeezed juice and the stuffed avocado salad and paid about $15 including tax and a small tip. I'm sure there are more innovative options (menu and flavor wise) for comparable prices nearby. That being said, the food is basic, good, and yes, affordable. The descriptions on yelp were accurate - I had some food left over for another meal."
563,"14 layer eggplant was light and tasty. Pure eggplant with tomato sauce and a little bit of cheese. Highly recommended. Their lasagna is supposed to be one of their famous dishes as well, but it is on the heartier side. 

Atmosphere is nice. We sat on a chilly night in the room with a fireplace. It was cozy. Also, great location right on the Delaware River. It seems like a more middle aged clientele, it's not really a hot, new restaurant. More of a conservative, nice, laid back place. Myself and my friend were the only people under 45 I'm guessing."
564,"An upscale mexican joint? Really?! I enjoy good authentic mexican food, this is by far the most upscale Ive seen.  Im more of the food trucks and hole in the walls type, so this was different than what Im used to. 

The atmosphere at Besito is tough to beat. They have Merengue & Salsa on the background which doesn't really go with the Mexican theme but who's paying attention. An ideal Date night atmosphere for sure. 

Food was very good but I must say a bit on the pricey side, you have to consider the fact that you are paying for more than a meal... You have the valet outside, truly great service, our waiter was friendly and happy to discuss the menu, he more than met our expectations. 

Guess if you and your date love Mexican food, and feel like taking it to another level for once, Besito is your place. It's a gourmet mexican restaurant, certainly worth trying."
565,"Always good, very consistent. We eat here almost weekly and have never had a negative experiance. It is in a small strip center with a very basic interior. The food is the main attraction and it is worth the trip."
566,"We were in the neighbourhood for an earlier evening event. I remembered how much I enjoyed this place in the past. So I suggested we walk over for supper. 

I still like this restaurant. Friendly service, large portions and speed of food service is consistent from when I was here a few years ago. We all enjoyed our meals and didn't feel rushed to leave our table.

However the years seem to have caught up to the place. Floor is noticeably worn down where the chairs are sliding back and forth at the tables. Bathroom was tidy but nothing exceptional by any means. Definitely want to watch that slightly raised floor going out of the bathrooms or that could be a tripping hazard. Everything is decently clean within the restaurant but this would only be a casual lunch place for me in the future."
567,"There is real quality  there. The caveat, they use a lot of canola oil which no 1st  class bakery would. But on the other hand they will make with real butter and do if you call ahead and those products are very fine."
568,"Food is great, drinks are great, deals are great (Brunch with 2-4-1 drinks? Heck yeah!). The menu is extensive and interesting, with unique twists on classic dishes. The service is also great, but I am withholding a fifth star due to the management's seating policies.

We came for brunch on a Sunday expecting an hour plus wait, so when the hostess informed us it would be 1hr45m we weren't surprised. However, we became frustrated when we noticed there were 4 open tables on the patio that still hadn't been seated after an hour of waiting. It was a beautiful day so we asked the hostess about it and she said that the tables were reserved. When we asked again, she explained that the patio tables were not assigned to a specific server but were instead added on to a server's load inside, so they weren't seating them because they didn't want to overwhelm the servers. Totally understandable to not want to overwork your servers, but why not seat people with the caveat that service will be slower? Or better yet, why not specifically assign a server to the outdoor section so that wait times will be lower? Having worked in the service industry, our group was confused by this. We ended up just sitting at one of the empty patio tables until the hostess notified us that a table was ready. 

We ordered the Cheddar Biscuit, the Wood Fire Double Yokes, and a Turkey Feta Omelette from the specials board and all were delicious. The biscuit comes in a trio and though it doesn't look like a lot of food they are VERY filling. Our server surprised us with a side of White Trash Hash on the house because our food was taking longer than expected (we didn't even notice the timing, so it was a very nice gesture). The White Trash Hash is a must, this stuff is addicting! Potatoes, rice, and gooey cheese- who could ask for more.

Overall, great place for brunch in Nashville. Expect a long line but food worth the wait. Hopefully management can improve their seating policies to cut down on wait times in the future."
569,"This was a fun place to visit for a light dinner and some great entertainment with the kiddies! We caught a band called Washboard Rodeo, and they played some fun bluegrassy-type western swing. We'd made a 7:30 reservation via Open Table and were seated immediately. It's a small place, so any table you get is a good one. This is one of the few places on Frenchman Street that seems okay for children: mine are 9 and 11 and very capable of behaving well in a gastropub setting. The menu has a great baked mac & cheese and the waitresses are warm and welcoming. I have to say, after sampling the fish tacos, I sorta wish that I had ordered the mac & cheese, too! The tacos were okay but small and pretty bland. The mac & cheese was plentiful and well-seasoned. But this place is all about the music and the drinks, and on these they won me over. Had a simple Stella Artois apple cider (despite the great drink selection) and hubby enjoyed his porter. If you make a reservation, they give you 90 minutes to dine, which to me was more than enough. The band starts at 7pm on a weeknight, taking a 15-minute break around 8pm, and our 7:30 reservation gave us plenty of time to enjoy the music. If you visit New Orleans with older kiddies, I'd say give this place a go."
570,"There were quite a few reasons why I could not give Cheu a five-star rating but it does not include the food. First, Cheu is a small location. There are only three tables crammed into a small nook which should onlyt. Second, VERY limited seating. Therefore, this place does not offer reservations, except in extreme cases, and seating it fills up fast. 

However, the food does come out at a fast rate so I cannot see why anyone would want to eat, relax and talk for a bit. The noise level is rather loud and the music does not help in that aspect. 

Besides those little annoyances, Cheu does offer delicious ramen that is worth the wait and crammed area. The secret lies in their small menu that is precise and allows to make ramen a specialty. I tasted ramen from other restaurants and the menus tend to be huge; lots of combinations, food seems rushed and put together; but not here. 

The slices of brisket in my ramen was lean and non-fatty and the broth was absolutely delicious. Cheu does offer apps as well but you can feel up on the ramen alone; but if you must try an appetizer try the Garlic Wings or/and the Pizza Dumplings.

Back to the ramen! I added an soft boiled egg that perfectly complemented the noodles and a Spiked Juice w/ Rum to top it off. Although the noodle bar is pricey the tasty and satisfying dishes makes it worth the investment"
571,"Parking (even on a Thursday) was a pain but as long as you're ok with a little walk, it's doable. The service was spectacular. I love how in locals places staff is usually honest and laid back. The bartender/waiter extraordinaire told me he thinks mules are a joke of a cocktail and so I steered away from the Pear-a-mule and went with the good old margarita.  Cocktail-wise you really can't go wrong. We started with the chips and guac which was delicious, fresh and flavorful. We also ordered the sweet potato wedges with serrano aioli----highly recommended. I had the chimichurri sliders (they caught my eye for some reason). I seemed like and off combination but the flavors worked together and I was quite happy with my choice. (Side note: ladies, you won't be able to eat this gracefully---date tip.) Overall I'm super impressed with the service and quite happy with the food and value. It wasn't crowded when we were there but I can imagine it feels---and gets-- crowded very easily. That's just about the only downside. This is definitely good for a casual little stop with some good drinks,  some interesting food and a nice cantina feel."
